user_id,timestamp,group,landing_page,converted
676589,2017-01-15 14:20:05.614880,treatment,new_page,0
692881,2017-01-05 03:49:49.405554,treatment,new_page,0
706438,2017-01-16 07:57:42.853174,control,old_page,1
937941,2017-01-23 07:54:39.829914,control,old_page,0
686781,2017-01-04 17:30:18.730251,control,old_page,0
806652,2017-01-03 12:42:39.333148,control,old_page,0
826176,2017-01-07 07:03:55.705309,treatment,new_page,0
807427,2017-01-24 13:19:01.172681,treatment,new_page,0
859378,2017-01-09 09:57:02.687063,control,old_page,0
891796,2017-01-17 10:29:13.877619,control,old_page,0
912166,2017-01-05 15:07:03.438462,treatment,new_page,1
683020,2017-01-09 09:53:56.215142,treatment,new_page,0
903163,2017-01-03 14:28:31.526325,treatment,new_page,0
837639,2017-01-23 17:35:00.034363,treatment,new_page,0
716212,2017-01-09 20:54:21.710205,control,old_page,1
832583,2017-01-09 22:17:58.867946,treatment,new_page,0
794620,2017-01-09 06:54:26.690328,control,old_page,0
793766,2017-01-12 07:03:39.200522,control,old_page,0
797495,2017-01-12 21:16:09.375130,control,old_page,0
896538,2017-01-12 15:22:42.709205,control,old_page,0
792695,2017-01-13 05:16:14.607470,treatment,new_page,1
777665,2017-01-09 13:20:54.912786,control,old_page,0
884787,2017-01-10 05:07:14.122056,treatment,new_page,1
854055,2017-01-08 12:52:41.846185,control,old_page,1
756714,2017-01-19 10:44:14.815223,control,old_page,0
857076,2017-01-09 07:45:04.891278,control,old_page,0
652843,2017-01-20 10:34:53.870136,control,old_page,0
904027,2017-01-11 02:51:55.122261,treatment,new_page,1
735763,2017-01-13 02:30:02.013724,treatment,new_page,0
705233,2017-01-23 03:13:55.764030,control,old_page,0
937105,2017-01-09 01:23:34.435372,treatment,new_page,1
933570,2017-01-10 00:13:02.679127,treatment,new_page,0
927121,2017-01-06 17:24:29.062470,control,old_page,0
741303,2017-01-21 17:16:53.729145,treatment,new_page,0
933231,2017-01-07 21:07:53.566025,treatment,new_page,0
846029,2017-01-12 16:11:46.222422,treatment,new_page,1
763662,2017-01-12 16:38:40.150881,treatment,new_page,0
762209,2017-01-04 13:03:23.507103,treatment,new_page,0
824742,2017-01-10 14:44:25.201218,treatment,new_page,0
915387,2017-01-23 02:02:48.236825,treatment,new_page,1
719528,2017-01-06 22:42:06.597194,control,old_page,1
915353,2017-01-21 04:34:57.297129,treatment,new_page,0
652701,2017-01-02 19:13:25.747459,treatment,new_page,0
879875,2017-01-07 23:20:31.602704,treatment,new_page,0
895311,2017-01-14 18:56:09.661055,control,old_page,0
903176,2017-01-05 11:22:06.464368,control,old_page,1
769589,2017-01-24 06:06:50.101503,control,old_page,0
732238,2017-01-07 17:30:47.741116,control,old_page,0
860888,2017-01-17 06:32:40.503598,control,old_page,1
759716,2017-01-14 16:02:57.456802,treatment,new_page,0
905553,2017-01-13 08:28:57.004747,treatment,new_page,0
716146,2017-01-22 05:53:17.158420,treatment,new_page,0
779946,2017-01-19 01:45:21.917233,treatment,new_page,0
656660,2017-01-06 07:42:24.311858,control,old_page,0
818387,2017-01-03 07:42:32.224315,control,old_page,0
723607,2017-01-08 03:20:15.899632,treatment,new_page,0
879579,2017-01-19 08:22:03.701019,control,old_page,0
884872,2017-01-20 19:27:14.372909,control,old_page,0
722656,2017-01-17 20:17:23.231361,control,old_page,0
690025,2017-01-18 14:07:17.919161,control,old_page,0
706255,2017-01-14 00:03:35.918849,control,old_page,0
710773,2017-01-22 05:46:53.811852,treatment,new_page,0
790664,2017-01-07 22:25:01.840372,treatment,new_page,0
763063,2017-01-19 17:03:42.563376,control,old_page,0
835012,2017-01-08 11:55:31.175082,control,old_page,0
923922,2017-01-06 14:31:41.544280,treatment,new_page,0
819168,2017-01-23 12:25:45.755318,treatment,new_page,0
682224,2017-01-22 22:08:30.976176,treatment,new_page,0
934582,2017-01-19 21:17:38.704041,treatment,new_page,0
721308,2017-01-06 13:50:10.120106,treatment,new_page,1
849532,2017-01-14 20:47:26.312875,control,old_page,1
858762,2017-01-04 15:57:18.897282,control,old_page,0
738882,2017-01-05 21:16:48.848974,control,old_page,0
811196,2017-01-07 16:45:41.414525,treatment,new_page,0
705370,2017-01-15 04:02:27.055007,treatment,new_page,0
756648,2017-01-09 00:10:23.923623,treatment,new_page,0
725171,2017-01-04 04:54:54.862857,control,old_page,0
697244,2017-01-16 07:58:39.099268,control,old_page,0
643617,2017-01-19 02:35:57.911430,control,old_page,0
857424,2017-01-10 02:27:59.565356,control,old_page,0
877954,2017-01-12 08:54:07.663701,control,old_page,0
735481,2017-01-21 00:26:08.506457,treatment,new_page,0
793779,2017-01-09 00:27:10.718545,control,old_page,0
754582,2017-01-17 10:34:12.015343,treatment,new_page,0
766775,2017-01-10 01:33:02.221159,treatment,new_page,0
673204,2017-01-08 06:14:42.941273,control,old_page,1
871221,2017-01-12 21:22:47.974637,control,old_page,0
887995,2017-01-18 00:56:19.651427,treatment,new_page,1
642798,2017-01-09 23:50:17.473970,treatment,new_page,0
636728,2017-01-17 00:08:10.775403,control,old_page,1
652355,2017-01-13 10:26:37.182153,control,old_page,0
841710,2017-01-15 05:15:37.705646,control,old_page,0
903622,2017-01-22 04:20:03.981185,treatment,new_page,0
832000,2017-01-08 18:17:03.238741,treatment,new_page,0
850698,2017-01-19 01:42:30.564968,control,old_page,0
911596,2017-01-15 06:41:09.603313,control,old_page,1
654631,2017-01-07 06:53:41.494598,control,old_page,0
654846,2017-01-16 01:51:35.167338,treatment,new_page,0
722557,2017-01-07 01:11:17.725931,control,old_page,0
926216,2017-01-05 03:51:32.309882,control,old_page,0
780083,2017-01-17 15:31:52.378546,control,old_page,0
654384,2017-01-24 10:26:56.484600,control,old_page,0
687789,2017-01-04 23:33:12.850122,control,old_page,0
824290,2017-01-04 13:36:30.516937,treatment,new_page,0
726050,2017-01-18 04:17:19.267619,control,old_page,0
747793,2017-01-05 16:06:44.900135,control,old_page,0
827637,2017-01-04 02:08:41.733450,control,old_page,0
811559,2017-01-18 17:51:46.705598,control,old_page,0
769148,2017-01-12 20:32:20.525911,treatment,new_page,0
678046,2017-01-21 03:09:00.127340,control,old_page,0
680225,2017-01-17 05:06:56.659734,treatment,new_page,0
866369,2017-01-17 20:08:54.077014,control,old_page,0
729164,2017-01-08 08:30:39.164933,treatment,new_page,0
876294,2017-01-15 17:46:32.205060,control,old_page,1
813557,2017-01-17 10:40:30.530334,treatment,new_page,0
749334,2017-01-15 01:41:13.431968,treatment,new_page,0
800971,2017-01-10 02:40:05.086372,treatment,new_page,0
719875,2017-01-11 22:16:06.059456,control,old_page,0
884020,2017-01-13 00:51:59.772173,control,old_page,1
655818,2017-01-03 11:23:03.755751,control,old_page,0
688506,2017-01-23 09:06:27.740102,treatment,new_page,0
726586,2017-01-04 14:08:18.563215,treatment,new_page,0
864270,2017-01-02 13:49:43.283638,treatment,new_page,0
806269,2017-01-14 03:24:01.565100,control,old_page,0
883916,2017-01-07 15:18:32.194625,control,old_page,0
736702,2017-01-24 08:58:31.947441,treatment,new_page,0
922675,2017-01-05 14:12:51.332695,treatment,new_page,0
929358,2017-01-19 01:34:35.102717,control,old_page,0
631565,2017-01-24 13:22:13.655453,control,old_page,0
721058,2017-01-05 06:31:33.837247,control,old_page,0
922662,2017-01-03 02:43:00.188799,treatment,new_page,0
901377,2017-01-20 06:13:50.937772,control,old_page,0
704585,2017-01-13 07:13:05.968410,treatment,new_page,1
660345,2017-01-07 20:28:11.153412,control,old_page,0
659375,2017-01-03 11:06:04.499696,treatment,new_page,0
908534,2017-01-11 23:59:48.929436,treatment,new_page,0
702540,2017-01-20 17:53:20.659291,control,old_page,0
631130,2017-01-11 08:32:02.168311,treatment,new_page,0
822307,2017-01-18 12:51:22.345731,control,old_page,0
714628,2017-01-07 21:44:30.696155,treatment,new_page,0
878984,2017-01-17 04:53:28.957569,control,old_page,0
916244,2017-01-05 06:37:28.802612,treatment,new_page,0
826389,2017-01-07 22:43:43.506125,treatment,new_page,0
659184,2017-01-23 11:40:58.474433,control,old_page,0
686823,2017-01-10 07:20:39.913070,control,old_page,0
779374,2017-01-22 19:08:29.790334,treatment,new_page,0
818452,2017-01-08 01:59:04.422037,control,old_page,0
689965,2017-01-18 00:12:02.743954,control,old_page,0
732074,2017-01-24 13:04:22.448451,control,new_page,0
804004,2017-01-17 08:12:29.277730,control,old_page,0
896624,2017-01-03 05:31:29.660054,treatment,new_page,0
815417,2017-01-14 03:22:52.864498,treatment,new_page,0
689592,2017-01-11 17:47:15.304043,treatment,new_page,0
815742,2017-01-09 23:25:02.295091,treatment,new_page,0
674950,2017-01-08 18:44:07.776999,treatment,new_page,0
936074,2017-01-12 08:21:32.441758,control,old_page,0
792636,2017-01-22 23:20:28.940046,treatment,new_page,1
743998,2017-01-07 10:31:18.680954,treatment,new_page,0
805919,2017-01-13 00:41:26.696760,control,old_page,1
842356,2017-01-14 01:45:40.422859,control,old_page,0
871018,2017-01-23 19:37:54.638585,control,old_page,0
834141,2017-01-20 00:19:36.084074,treatment,new_page,0
736197,2017-01-19 14:07:33.183928,treatment,new_page,0
899994,2017-01-19 10:56:23.565601,control,old_page,1
724235,2017-01-17 16:10:01.598781,control,old_page,1
912646,2017-01-21 16:49:38.512643,treatment,new_page,0
664123,2017-01-06 08:45:50.322470,control,old_page,0
715621,2017-01-13 20:26:08.845852,treatment,new_page,0
754340,2017-01-23 18:27:47.114036,treatment,new_page,0
903259,2017-01-07 10:11:51.613210,control,old_page,0
769177,2017-01-14 22:59:58.510237,control,old_page,0
698923,2017-01-10 22:18:02.671562,treatment,new_page,0
719349,2017-01-09 09:26:16.488729,control,old_page,0
798858,2017-01-16 10:22:20.488877,treatment,new_page,0
792640,2017-01-15 05:42:40.108460,treatment,new_page,1
923892,2017-01-12 11:43:45.199164,control,old_page,0
897518,2017-01-04 21:13:17.343509,treatment,new_page,0
750793,2017-01-17 06:38:31.046201,treatment,new_page,1
738351,2017-01-11 15:53:48.052977,control,old_page,0
801352,2017-01-03 19:08:48.942603,control,old_page,0
641482,2017-01-20 17:06:04.493678,treatment,new_page,0
654140,2017-01-13 07:33:01.220007,control,old_page,0
799318,2017-01-23 23:45:20.157893,control,old_page,0
680569,2017-01-11 17:15:18.366767,control,old_page,0
652339,2017-01-10 11:09:56.806649,treatment,new_page,0
670222,2017-01-07 01:44:29.999980,control,old_page,0
945827,2017-01-15 19:26:34.261166,treatment,new_page,0
742889,2017-01-02 21:51:49.539708,treatment,new_page,0
640318,2017-01-05 17:26:30.501487,treatment,new_page,0
663042,2017-01-22 08:35:30.689812,treatment,new_page,0
866561,2017-01-08 14:33:15.294718,treatment,new_page,0
843302,2017-01-11 14:03:00.935222,control,old_page,0
720429,2017-01-18 07:02:51.759678,treatment,new_page,0
824516,2017-01-11 17:21:45.657744,treatment,old_page,0
798820,2017-01-24 09:01:46.307964,treatment,new_page,0
718185,2017-01-10 14:19:40.169259,control,old_page,0
836057,2017-01-23 01:05:47.626519,treatment,new_page,0
819526,2017-01-16 21:11:28.925147,control,old_page,0
904521,2017-01-19 16:13:34.522192,treatment,new_page,0
895510,2017-01-05 07:20:01.865081,treatment,new_page,1
794054,2017-01-23 05:07:34.695741,treatment,new_page,0
720994,2017-01-09 19:45:19.524570,treatment,new_page,0
740084,2017-01-21 00:43:06.942599,treatment,new_page,0
839128,2017-01-23 13:49:52.214668,treatment,new_page,0
824386,2017-01-03 11:38:45.894775,treatment,new_page,0
805476,2017-01-08 14:33:11.923965,control,old_page,0
862267,2017-01-16 22:21:02.035224,control,old_page,0
876062,2017-01-17 22:22:32.402347,control,old_page,0
745465,2017-01-14 09:18:21.928077,treatment,new_page,0
829505,2017-01-21 22:42:05.349767,control,old_page,0
672473,2017-01-15 08:00:43.758787,treatment,new_page,0
777107,2017-01-23 11:08:12.599710,treatment,new_page,0
873563,2017-01-12 21:12:01.245979,treatment,new_page,0
902716,2017-01-05 05:49:01.541646,treatment,new_page,0
890996,2017-01-03 16:23:23.778843,treatment,new_page,0
683870,2017-01-03 03:50:10.605096,control,old_page,1
819026,2017-01-14 11:29:52.191056,treatment,new_page,0
634644,2017-01-21 06:12:30.123071,control,old_page,0
649106,2017-01-05 12:18:19.900777,treatment,new_page,1
712282,2017-01-07 02:28:36.371125,treatment,new_page,0
725939,2017-01-15 18:23:59.222485,control,old_page,0
915783,2017-01-03 23:30:36.493373,treatment,new_page,1
839524,2017-01-12 19:15:23.103352,treatment,new_page,1
719119,2017-01-03 02:25:23.106689,treatment,new_page,0
809192,2017-01-14 01:55:23.554883,treatment,new_page,0
779501,2017-01-12 14:28:39.285827,control,old_page,0
640609,2017-01-12 23:51:58.409480,control,old_page,0
704307,2017-01-20 08:34:45.419186,control,old_page,0
866396,2017-01-09 17:43:04.635827,treatment,new_page,0
818759,2017-01-20 16:46:42.189244,treatment,new_page,0
796366,2017-01-20 14:55:14.658194,control,old_page,0
841405,2017-01-22 15:24:35.540868,control,old_page,0
819874,2017-01-09 08:10:06.613876,treatment,new_page,0
684123,2017-01-07 01:48:12.002696,control,old_page,0
928331,2017-01-15 02:58:33.407384,control,old_page,0
678161,2017-01-11 09:38:33.945084,treatment,new_page,0
863236,2017-01-21 01:26:10.700422,control,old_page,0
873384,2017-01-11 23:47:43.741631,control,old_page,1
819242,2017-01-07 23:40:33.320141,control,old_page,0
760749,2017-01-03 21:40:54.682811,control,old_page,1
727855,2017-01-19 21:35:58.309471,control,old_page,0
708115,2017-01-13 05:24:26.292636,control,old_page,0
706032,2017-01-22 20:56:31.881415,control,old_page,0
678327,2017-01-13 12:45:54.523633,treatment,new_page,0
797911,2017-01-15 21:38:01.680208,control,old_page,0
744045,2017-01-08 16:20:31.615027,treatment,new_page,0
870318,2017-01-13 17:21:29.178658,treatment,old_page,0
656374,2017-01-11 23:36:17.681308,treatment,new_page,0
728082,2017-01-04 20:05:04.083558,control,old_page,0
941102,2017-01-22 06:36:20.999970,control,old_page,0
704367,2017-01-03 05:38:03.189843,control,old_page,0
774598,2017-01-23 16:04:45.686471,treatment,new_page,1
940998,2017-01-08 21:35:47.409187,treatment,new_page,0
656690,2017-01-08 03:35:49.940514,treatment,new_page,0
876604,2017-01-18 11:32:01.393490,control,old_page,0
639353,2017-01-23 13:24:22.376678,control,old_page,0
924393,2017-01-04 01:31:04.076851,treatment,new_page,0
859413,2017-01-18 06:24:00.387285,control,old_page,0
925560,2017-01-16 17:44:55.396845,control,old_page,0
835436,2017-01-12 20:38:56.453329,treatment,new_page,0
918936,2017-01-10 10:16:39.822594,control,old_page,0
765956,2017-01-08 22:37:02.029954,treatment,new_page,0
646167,2017-01-03 13:59:55.947840,control,old_page,0
645583,2017-01-23 20:26:59.330815,treatment,new_page,1
845488,2017-01-13 09:49:15.021200,control,old_page,0
930839,2017-01-14 12:16:02.750011,control,old_page,0
759088,2017-01-21 16:45:25.002860,control,old_page,0
779197,2017-01-12 02:18:54.168775,treatment,new_page,0
757174,2017-01-07 15:33:55.249054,treatment,new_page,0
798876,2017-01-06 23:44:22.807861,control,old_page,0
935831,2017-01-10 12:34:23.582655,treatment,new_page,0
747022,2017-01-20 19:13:07.606424,treatment,new_page,0
877656,2017-01-20 18:10:46.893482,treatment,new_page,0
678495,2017-01-15 19:22:51.295429,control,old_page,0
769960,2017-01-17 05:34:08.034999,control,old_page,1
794158,2017-01-10 16:59:40.630529,control,old_page,0
704190,2017-01-23 17:08:18.935194,treatment,new_page,0
718994,2017-01-03 01:30:14.435150,control,old_page,0
874782,2017-01-06 19:22:01.935567,control,old_page,0
849979,2017-01-12 18:18:42.387942,treatment,new_page,0
750485,2017-01-17 10:19:23.240637,treatment,new_page,1
792029,2017-01-17 03:27:32.693252,treatment,new_page,0
703768,2017-01-11 04:38:49.231997,treatment,new_page,0
895935,2017-01-14 06:47:35.472358,treatment,new_page,1
631295,2017-01-06 23:49:15.494533,control,old_page,0
756198,2017-01-11 15:46:58.707302,control,old_page,0
676395,2017-01-20 23:15:48.349578,control,old_page,0
925078,2017-01-18 14:40:23.581386,treatment,new_page,0
792838,2017-01-07 05:34:35.086819,treatment,new_page,0
891020,2017-01-05 09:07:22.071552,treatment,new_page,1
820819,2017-01-11 12:52:41.870823,control,old_page,0
778692,2017-01-19 04:02:28.226426,control,new_page,0
895927,2017-01-19 02:12:57.505615,treatment,new_page,0
630250,2017-01-23 18:22:56.244901,control,old_page,0
881128,2017-01-06 03:38:16.946713,treatment,new_page,0
919254,2017-01-16 13:50:00.595532,treatment,new_page,0
920747,2017-01-04 03:54:09.783273,control,old_page,0
885942,2017-01-17 19:54:57.282069,control,old_page,0
795038,2017-01-16 16:07:45.375699,control,old_page,0
758130,2017-01-23 15:06:05.004278,treatment,new_page,0
740848,2017-01-20 09:53:47.447813,treatment,new_page,0
789729,2017-01-11 08:58:52.571613,treatment,new_page,0
890890,2017-01-15 14:32:18.466673,control,old_page,0
740931,2017-01-16 05:02:20.977034,treatment,new_page,0
641456,2017-01-08 20:21:20.152603,control,old_page,0
807203,2017-01-05 12:25:41.433377,treatment,new_page,0
687183,2017-01-03 06:43:13.759987,control,old_page,0
681985,2017-01-17 22:28:08.966465,treatment,new_page,0
892626,2017-01-05 10:20:39.113529,treatment,new_page,0
709716,2017-01-16 22:13:31.810981,control,old_page,0
804764,2017-01-17 06:44:42.109117,treatment,new_page,0
640615,2017-01-24 08:47:01.599350,control,old_page,0
890951,2017-01-07 12:07:56.090238,treatment,new_page,0
856933,2017-01-23 18:26:37.821467,treatment,new_page,0
631974,2017-01-13 02:24:12.230656,treatment,new_page,0
934622,2017-01-07 11:00:08.225492,control,old_page,0
674646,2017-01-09 16:36:05.432323,treatment,new_page,0
802891,2017-01-14 06:46:43.640444,treatment,new_page,0
695558,2017-01-16 07:11:26.855647,treatment,new_page,1
890683,2017-01-16 08:23:00.144762,treatment,new_page,0
699416,2017-01-09 20:22:26.890491,treatment,new_page,0
706228,2017-01-04 08:29:33.750334,treatment,new_page,0
931445,2017-01-05 17:50:25.955622,control,old_page,0
655662,2017-01-03 13:21:32.540976,control,old_page,0
918317,2017-01-09 16:04:40.969685,control,old_page,0
678000,2017-01-21 23:19:12.808746,treatment,new_page,0
723445,2017-01-23 21:06:35.876621,treatment,new_page,0
898199,2017-01-03 06:56:41.249991,treatment,new_page,0
708856,2017-01-17 08:48:54.761521,treatment,new_page,0
753965,2017-01-13 01:57:43.192358,treatment,new_page,1
653410,2017-01-20 13:58:11.956316,control,old_page,0
938262,2017-01-21 10:48:55.805757,control,old_page,1
736507,2017-01-08 16:44:22.567429,treatment,new_page,0
700641,2017-01-16 07:54:43.868033,control,old_page,0
853059,2017-01-19 00:08:33.182616,control,old_page,0
696816,2017-01-22 00:55:29.000891,control,old_page,0
691530,2017-01-07 21:09:57.083852,control,old_page,0
904277,2017-01-13 11:13:08.684708,treatment,new_page,0
774708,2017-01-15 13:03:43.840216,treatment,new_page,0
896499,2017-01-14 20:23:19.960343,control,old_page,0
682160,2017-01-10 03:26:54.941940,treatment,new_page,0
670450,2017-01-07 02:16:33.695858,treatment,new_page,0
766231,2017-01-12 06:37:32.899403,treatment,new_page,0
892106,2017-01-04 16:14:35.007438,control,old_page,0
866321,2017-01-08 04:50:04.445473,control,old_page,0
786032,2017-01-23 22:04:20.974070,control,old_page,0
883538,2017-01-08 05:35:27.945885,control,old_page,0
685509,2017-01-05 08:30:54.706564,control,old_page,0
925182,2017-01-03 16:29:54.750750,control,old_page,0
631303,2017-01-07 03:33:44.203322,treatment,new_page,0
856524,2017-01-14 00:31:40.053213,treatment,new_page,0
875604,2017-01-24 06:32:35.164922,treatment,new_page,0
861636,2017-01-05 23:19:03.809091,treatment,new_page,0
840517,2017-01-23 21:52:00.518256,treatment,new_page,0
737585,2017-01-13 01:35:44.727715,control,old_page,0
914792,2017-01-12 19:01:47.346222,treatment,new_page,0
917882,2017-01-18 10:03:30.724662,treatment,new_page,0
636318,2017-01-06 16:41:11.760018,control,old_page,0
898387,2017-01-19 09:32:23.980945,control,old_page,0
799859,2017-01-19 02:09:21.873538,control,old_page,0
787008,2017-01-16 08:29:56.528326,control,old_page,0
710992,2017-01-22 10:35:39.435216,control,old_page,0
937178,2017-01-03 14:09:13.769874,control,new_page,1
849209,2017-01-13 04:06:33.933405,treatment,new_page,0
823571,2017-01-09 21:44:08.887607,treatment,new_page,0
868221,2017-01-21 12:44:11.079001,treatment,new_page,0
877840,2017-01-13 02:18:05.105145,treatment,new_page,1
876109,2017-01-05 05:51:14.379781,treatment,new_page,0
640720,2017-01-18 02:12:12.944567,treatment,new_page,0
860569,2017-01-11 03:24:28.393160,treatment,new_page,0
850555,2017-01-22 08:40:47.881811,treatment,new_page,0
795505,2017-01-19 00:42:30.596245,control,old_page,0
633298,2017-01-06 15:09:45.061969,treatment,new_page,0
740372,2017-01-10 15:32:26.508643,control,old_page,0
658485,2017-01-08 15:40:04.735323,control,old_page,0
937407,2017-01-14 20:09:01.097863,treatment,new_page,0
630663,2017-01-20 15:40:33.434590,treatment,new_page,0
640082,2017-01-24 03:20:53.026080,treatment,new_page,0
661280,2017-01-21 09:40:56.125835,control,old_page,0
677067,2017-01-12 01:03:50.101513,control,old_page,0
758992,2017-01-20 22:16:10.542842,control,old_page,0
751653,2017-01-21 19:58:15.941854,control,new_page,0
925100,2017-01-06 23:22:23.181547,treatment,new_page,0
806685,2017-01-09 02:45:18.180129,treatment,new_page,0
691715,2017-01-04 01:35:26.935492,control,old_page,0
884792,2017-01-04 05:27:42.284000,treatment,new_page,0
853702,2017-01-09 02:27:41.654794,control,old_page,0
805213,2017-01-13 11:43:22.773685,control,old_page,1
792114,2017-01-20 07:04:20.425520,control,old_page,0
707138,2017-01-18 03:07:29.726985,control,old_page,0
794541,2017-01-23 12:23:11.189691,treatment,new_page,1
897067,2017-01-18 03:51:51.047929,treatment,new_page,0
798095,2017-01-14 06:21:29.938946,treatment,new_page,0
669184,2017-01-23 23:29:12.178654,treatment,new_page,0
942100,2017-01-06 18:51:21.641022,treatment,new_page,0
853257,2017-01-17 18:39:26.673389,treatment,new_page,0
925711,2017-01-08 19:14:14.801079,treatment,new_page,0
903749,2017-01-07 06:41:25.961771,treatment,new_page,0
819946,2017-01-19 15:50:00.420912,treatment,new_page,0
835299,2017-01-15 11:08:57.084727,control,old_page,0
838542,2017-01-06 18:36:13.499675,treatment,new_page,0
940607,2017-01-17 15:26:26.654796,treatment,new_page,0
752200,2017-01-21 04:11:15.944298,treatment,new_page,0
777885,2017-01-18 15:08:27.767777,treatment,new_page,0
863942,2017-01-02 13:58:59.241746,control,old_page,0
830131,2017-01-19 23:22:14.081260,treatment,new_page,0
784113,2017-01-20 09:35:10.330720,control,old_page,1
699122,2017-01-06 19:41:18.700590,treatment,new_page,0
643400,2017-01-06 14:42:10.701639,treatment,new_page,0
876344,2017-01-13 03:20:16.108613,control,old_page,0
780166,2017-01-17 01:45:58.401190,control,old_page,0
635371,2017-01-24 06:43:26.757763,control,old_page,0
682376,2017-01-06 05:27:34.558277,control,old_page,0
693680,2017-01-09 20:34:05.136570,treatment,new_page,0
776374,2017-01-11 09:49:46.288435,treatment,new_page,0
640734,2017-01-19 21:20:54.757628,control,old_page,0
861666,2017-01-03 03:58:05.299840,treatment,new_page,0
859001,2017-01-18 08:39:20.725388,control,old_page,1
695904,2017-01-22 08:18:37.435470,treatment,new_page,1
702328,2017-01-22 18:59:41.503304,control,old_page,0
905159,2017-01-09 17:32:03.079716,treatment,new_page,0
705102,2017-01-21 08:46:58.591780,control,old_page,0
821108,2017-01-23 21:55:54.871197,treatment,new_page,0
827600,2017-01-17 01:33:27.089832,treatment,new_page,0
849406,2017-01-06 16:36:27.647460,treatment,new_page,1
874541,2017-01-24 08:33:27.725345,treatment,new_page,1
700545,2017-01-19 22:23:02.111755,control,old_page,0
782427,2017-01-23 05:24:49.426188,control,old_page,0
685187,2017-01-19 09:18:34.571698,control,old_page,0
751163,2017-01-16 19:48:03.025625,treatment,new_page,0
837035,2017-01-15 12:55:34.026428,control,old_page,0
836435,2017-01-04 06:58:22.773109,control,old_page,0
737360,2017-01-08 23:09:58.535684,control,old_page,0
814463,2017-01-14 22:57:48.755007,treatment,new_page,0
665100,2017-01-14 09:25:20.286083,control,old_page,0
721479,2017-01-16 15:15:27.949798,control,old_page,1
702460,2017-01-10 07:32:25.819944,control,old_page,0
888491,2017-01-15 20:15:00.296508,treatment,new_page,0
864849,2017-01-19 14:50:27.152126,control,old_page,0
815367,2017-01-19 21:10:13.364977,treatment,new_page,0
782816,2017-01-19 15:38:08.765797,treatment,new_page,1
776834,2017-01-12 06:49:51.524659,control,old_page,1
659972,2017-01-11 20:37:41.350452,control,old_page,0
695988,2017-01-05 14:15:01.834427,treatment,new_page,0
916822,2017-01-10 20:54:48.664043,control,old_page,0
878834,2017-01-11 08:21:27.918791,treatment,new_page,0
852015,2017-01-22 22:06:39.328617,treatment,new_page,0
696181,2017-01-13 12:29:59.397736,control,old_page,0
780488,2017-01-12 19:14:53.341146,treatment,new_page,0
708462,2017-01-10 01:50:51.651272,treatment,new_page,1
810690,2017-01-06 16:46:03.827592,treatment,new_page,0
748585,2017-01-05 18:16:31.009158,control,old_page,0
945582,2017-01-11 09:40:46.959954,control,old_page,0
817986,2017-01-07 07:33:58.362700,control,old_page,0
829128,2017-01-10 07:49:13.046437,treatment,new_page,0
931354,2017-01-10 07:10:28.545088,treatment,new_page,0
816253,2017-01-15 14:06:33.320127,control,old_page,0
699271,2017-01-18 07:49:56.307487,treatment,new_page,1
640032,2017-01-17 15:05:45.949937,control,old_page,0
676311,2017-01-06 15:29:43.157002,control,old_page,0
775140,2017-01-14 00:11:50.046982,treatment,new_page,1
709694,2017-01-03 02:02:11.353735,treatment,new_page,0
936606,2017-01-03 06:28:29.753313,control,new_page,0
720731,2017-01-13 02:01:36.839593,treatment,new_page,0
913274,2017-01-02 23:12:23.114339,control,old_page,1
874552,2017-01-05 01:47:24.727139,treatment,new_page,0
797457,2017-01-11 00:17:12.915743,treatment,new_page,0
796055,2017-01-11 09:50:01.338948,control,old_page,0
775665,2017-01-08 13:03:00.854691,control,old_page,0
889358,2017-01-22 02:23:04.376854,control,old_page,0
732561,2017-01-13 17:39:03.291078,treatment,new_page,0
841683,2017-01-22 04:29:25.379758,control,old_page,1
748615,2017-01-16 13:34:49.523767,control,old_page,0
728007,2017-01-19 17:05:53.218184,control,old_page,0
781561,2017-01-04 01:52:35.392024,treatment,new_page,0
667264,2017-01-18 19:20:43.769090,treatment,new_page,0
845499,2017-01-19 19:52:17.888206,control,old_page,0
675715,2017-01-18 19:21:56.177074,control,old_page,0
913159,2017-01-22 04:32:17.956329,control,old_page,0
908962,2017-01-08 05:02:51.410377,treatment,new_page,0
870919,2017-01-22 09:28:11.211240,treatment,new_page,0
820842,2017-01-06 00:43:44.104086,control,old_page,1
790643,2017-01-18 12:34:07.437375,treatment,new_page,0
879725,2017-01-09 23:18:12.057310,control,new_page,0
784656,2017-01-07 10:02:07.380288,control,old_page,0
932313,2017-01-21 09:14:47.190863,control,old_page,0
682800,2017-01-05 20:44:58.970136,control,old_page,0
848941,2017-01-16 03:32:53.481434,treatment,new_page,0
673953,2017-01-04 00:06:26.698901,control,old_page,0
829724,2017-01-16 00:21:11.873824,control,old_page,1
776186,2017-01-15 21:25:42.300303,treatment,new_page,0
904368,2017-01-21 02:13:55.226996,control,old_page,0
885092,2017-01-14 04:56:13.242179,treatment,new_page,0
777925,2017-01-20 08:42:51.680030,control,old_page,0
700760,2017-01-07 07:27:00.635375,control,old_page,1
663719,2017-01-21 00:18:30.258339,control,old_page,0
830557,2017-01-21 03:03:06.805800,treatment,new_page,0
681042,2017-01-12 07:37:31.657287,treatment,new_page,0
864272,2017-01-08 22:29:04.938674,control,old_page,0
